country,countryCode,region,regionCode,city,cityCode,district,districtCode,street,streetCode,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,兴仁市,522302,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,普安县,522323,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,晴隆县,522324,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,贞丰县,522325,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,望谟县,522326,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,册亨县,522327,,,
中国,CN,贵州省,520000,黔西南布依族苗族自治州,522300,安龙县,522328,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,凯里市,522601,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,黄平县,522622,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,施秉县,522623,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,三穗县,522624,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,镇远县,522625,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,岑巩县,522626,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,天柱县,522627,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,锦屏县,522628,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,剑河县,522629,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,台江县,522630,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,黎平县,522631,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,榕江县,522632,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,从江县,522633,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,雷山县,522634,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,麻江县,522635,,,
中国,CN,贵州省,520000,黔东南苗族侗族自治州,522600,丹寨县,522636,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,都匀市,522701,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,福泉市,522702,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,荔波县,522722,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,贵定县,522723,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,瓮安县,522725,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,独山县,522726,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,平塘县,522727,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,罗甸县,522728,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,长顺县,522729,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,龙里县,522730,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,惠水县,522731,,,
中国,CN,贵州省,520000,黔南布依族苗族自治州,522700,三都水族自治县,522732,,,
中国,CN,云南省,530000,昆明市,530100,五华区,530102,,,
中国,CN,云南省,530000,昆明市,530100,盘龙区,530103,,,
中国,CN,云南省,530000,昆明市,530100,官渡区,530111,,,
中国,CN,云南省,530000,昆明市,530100,西山区,530112,,,
中国,CN,云南省,530000,昆明市,530100,东川区,530113,,,
中国,CN,云南省,530000,昆明市,530100,呈贡区,530114,,,
中国,CN,云南省,530000,昆明市,530100,晋宁区,530115,,,
中国,CN,云南省,530000,昆明市,530100,富民县,530124,,,
中国,CN,云南省,530000,昆明市,530100,宜良县,530125,,,
中国,CN,云南省,530000,昆明市,530100,石林彝族自治县,530126,,,
中国,CN,云南省,530000,昆明市,530100,嵩明县,530127,,,
中国,CN,云南省,530000,昆明市,530100,禄劝彝族苗族自治县,530128,,,
中国,CN,云南省,530000,昆明市,530100,寻甸回族彝族自治县,530129,,,
中国,CN,云南省,530000,昆明市,530100,安宁市,530181,,,
中国,CN,云南省,530000,曲靖市,530300,麒麟区,530302,,,
中国,CN,云南省,530000,曲靖市,530300,沾益区,530303,,,
中国,CN,云南省,530000,曲靖市,530300,马龙区,530304,,,
中国,CN,云南省,530000,曲靖市,530300,陆良县,530322,,,
中国,CN,云南省,530000,曲靖市,530300,师宗县,530323,,,
中国,CN,云南省,530000,曲靖市,530300,罗平县,530324,,,
中国,CN,云南省,530000,曲靖市,530300,富源县,530325,,,
中国,CN,云南省,530000,曲靖市,530300,会泽县,530326,,,
中国,CN,云南省,530000,曲靖市,530300,宣威市,530381,,,
中国,CN,云南省,530000,玉溪市,530400,红塔区,530402,,,
中国,CN,云南省,530000,玉溪市,530400,江川区,530403,,,
中国,CN,云南省,530000,玉溪市,530400,澄江县,530422,,,
中国,CN,云南省,530000,玉溪市,530400,通海县,530423,,,
中国,CN,云南省,530000,玉溪市,530400,华宁县,530424,,,
中国,CN,云南省,530000,玉溪市,530400,易门县,530425,,,
中国,CN,云南省,530000,玉溪市,530400,峨山彝族自治县,530426,,,
中国,CN,云南省,530000,玉溪市,530400,新平彝族傣族自治县,530427,,,
中国,CN,云南省,530000,玉溪市,530400,元江哈尼族彝族傣族自治县,530428,,,
中国,CN,云南省,530000,保山市,530500,隆阳区,530502,,,
中国,CN,云南省,530000,保山市,530500,施甸县,530521,,,
中国,CN,云南省,530000,保山市,530500,龙陵县,530523,,,
中国,CN,云南省,530000,保山市,530500,昌宁县,530524,,,
中国,CN,云南省,530000,保山市,530500,腾冲市,530581,,,
中国,CN,云南省,530000,昭通市,530600,昭阳区,530602,,,
中国,CN,云南省,530000,昭通市,530600,鲁甸县,530621,,,
中国,CN,云南省,530000,昭通市,530600,巧家县,530622,,,
中国,CN,云南省,530000,昭通市,530600,盐津县,530623,,,
中国,CN,云南省,530000,昭通市,530600,大关县,530624,,,
中国,CN,云南省,530000,昭通市,530600,永善县,530625,,,
中国,CN,云南省,530000,昭通市,530600,绥江县,530626,,,
中国,CN,云南省,530000,昭通市,530600,镇雄县,530627,,,
中国,CN,云南省,530000,昭通市,530600,彝良县,530628,,,
中国,CN,云南省,530000,昭通市,530600,威信县,530629,,,
中国,CN,云南省,530000,昭通市,530600,水富市,530681,,,
中国,CN,云南省,530000,丽江市,530700,古城区,530702,,,
中国,CN,云南省,530000,丽江市,530700,玉龙纳西族自治县,530721,,,
中国,CN,云南省,530000,丽江市,530700,永胜县,530722,,,
中国,CN,云南省,530000,丽江市,530700,华坪县,530723,,,
中国,CN,云南省,530000,丽江市,530700,宁蒗彝族自治县,530724,,,
中国,CN,云南省,530000,普洱市,530800,思茅区,530802,,,
中国,CN,云南省,530000,普洱市,530800,宁洱哈尼族彝族自治县,530821,,,
中国,CN,云南省,530000,普洱市,530800,墨江哈尼族自治县,530822,,,
中国,CN,云南省,530000,普洱市,530800,景东彝族自治县,530823,,,
中国,CN,云南省,530000,普洱市,530800,景谷傣族彝族自治县,530824,,,
中国,CN,云南省,530000,普洱市,530800,镇沅彝族哈尼族拉祜族自治县,530825,,,
中国,CN,云南省,530000,普洱市,530800,江城哈尼族彝族自治县,530826,,,
中国,CN,云南省,530000,普洱市,530800,孟连傣族拉祜族佤族自治县,530827,,,
中国,CN,云南省,530000,普洱市,530800,澜沧拉祜族自治县,530828,,,
中国,CN,云南省,530000,普洱市,530800,西盟佤族自治县,530829,,,
中国,CN,云南省,530000,临沧市,530900,临翔区,530902,,,
中国,CN,云南省,530000,临沧市,530900,凤庆县,530921,,,
中国,CN,云南省,530000,临沧市,530900,云县,530922,,,
中国,CN,云南省,530000,临沧市,530900,永德县,530923,,,
中国,CN,云南省,530000,临沧市,530900,镇康县,530924,,,
中国,CN,云南省,530000,临沧市,530900,双江拉祜族佤族布朗族傣族自治县,530925,,,
中国,CN,云南省,530000,临沧市,530900,耿马傣族佤族自治县,530926,,,
中国,CN,云南省,530000,临沧市,530900,沧源佤族自治县,530927,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,楚雄市,532301,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,双柏县,532322,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,牟定县,532323,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,南华县,532324,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,姚安县,532325,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,大姚县,532326,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,永仁县,532327,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,元谋县,532328,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,武定县,532329,,,
中国,CN,云南省,530000,楚雄彝族自治州,532300,禄丰县,532331,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,个旧市,532501,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,开远市,532502,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,蒙自市,532503,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,弥勒市,532504,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,屏边苗族自治县,532523,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,建水县,532524,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,石屏县,532525,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,泸西县,532527,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,元阳县,532528,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,红河县,532529,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,金平苗族瑶族傣族自治县,532530,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,绿春县,532531,,,
中国,CN,云南省,530000,红河哈尼族彝族自治州,532500,河口瑶族自治县,532532,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,文山市,532601,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,砚山县,532622,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,西畴县,532623,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,麻栗坡县,532624,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,马关县,532625,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,丘北县,532626,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,广南县,532627,,,
中国,CN,云南省,530000,文山壮族苗族自治州,532600,富宁县,532628,,,
中国,CN,云南省,530000,西双版纳傣族自治州,532800,景洪市,532801,,,
中国,CN,云南省,530000,西双版纳傣族自治州,532800,勐海县,532822,,,
中国,CN,云南省,530000,西双版纳傣族自治州,532800,勐腊县,532823,,,
中国,CN,云南省,530000,大理白族自治州,532900,大理市,532901,,,
中国,CN,云南省,530000,大理白族自治州,532900,漾濞彝族自治县,532922,,,
中国,CN,云南省,530000,大理白族自治州,532900,祥云县,532923,,,
中国,CN,云南省,530000,大理白族自治州,532900,宾川县,532924,,,
中国,CN,云南省,530000,大理白族自治州,532900,弥渡县,532925,,,
中国,CN,云南省,530000,大理白族自治州,532900,南涧彝族自治县,532926,,,
中国,CN,云南省,530000,大理白族自治州,532900,巍山彝族回族自治县,532927,,,
中国,CN,云南省,530000,大理白族自治州,532900,永平县,532928,,,
中国,CN,云南省,530000,大理白族自治州,532900,云龙县,532929,,,
中国,CN,云南省,530000,大理白族自治州,532900,洱源县,532930,,,
中国,CN,云南省,530000,大理白族自治州,532900,剑川县,532931,,,
中国,CN,云南省,530000,大理白族自治州,532900,鹤庆县,532932,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,瑞丽市,533102,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,芒市,533103,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,梁河县,533122,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,盈江县,533123,,,
中国,CN,云南省,530000,德宏傣族景颇族自治州,533100,陇川县,533124,,,
中国,CN,云南省,530000,怒江傈僳族自治州,533300,泸水市,533301,,,
中国,CN,云南省,530000,怒江傈僳族自治州,533300,福贡县,533323,,,
中国,CN,云南省,530000,怒江傈僳族自治州,533300,贡山独龙族怒族自治县,533324,,,
中国,CN,云南省,530000,怒江傈僳族自治州,533300,兰坪白族普米族自治县,533325,,,
中国,CN,云南省,530000,迪庆藏族自治州,533400,香格里拉市,533401,,,
中国,CN,云南省,530000,迪庆藏族自治州,533400,德钦县,533422,,,
中国,CN,云南省,530000,迪庆藏族自治州,533400,维西傈僳族自治县,533423,,,
中国,CN,西藏自治区,540000,拉萨市,540100,城关区,540102,,,
中国,CN,西藏自治区,540000,拉萨市,540100,堆龙德庆区,540103,,,
中国,CN,西藏自治区,540000,拉萨市,540100,达孜区,540104,,,
中国,CN,西藏自治区,540000,拉萨市,540100,林周县,540121,,,
中国,CN,西藏自治区,540000,拉萨市,540100,当雄县,540122,,,
中国,CN,西藏自治区,540000,拉萨市,540100,尼木县,540123,,,
中国,CN,西藏自治区,540000,拉萨市,540100,曲水县,540124,,,
中国,CN,西藏自治区,540000,拉萨市,540100,墨竹工卡县,540127,,,
中国,CN,西藏自治区,540000,日喀则市,540200,桑珠孜区,540202,,,
中国,CN,西藏自治区,540000,日喀则市,540200,南木林县,540221,,,
中国,CN,西藏自治区,540000,日喀则市,540200,江孜县,540222,,,
中国,CN,西藏自治区,540000,日喀则市,540200,定日县,540223,,,
中国,CN,西藏自治区,540000,日喀则市,540200,萨迦县,540224,,,
中国,CN,西藏自治区,540000,日喀则市,540200,拉孜县,540225,,,
中国,CN,西藏自治区,540000,日喀则市,540200,昂仁县,540226,,,
中国,CN,西藏自治区,540000,日喀则市,540200,谢通门县,540227,,,
中国,CN,西藏自治区,540000,日喀则市,540200,白朗县,540228,,,
中国,CN,西藏自治区,540000,日喀则市,540200,仁布县,540229,,,
中国,CN,西藏自治区,540000,日喀则市,540200,康马县,540230,,,
中国,CN,西藏自治区,540000,日喀则市,540200,定结县,540231,,,
中国,CN,西藏自治区,540000,日喀则市,540200,仲巴县,540232,,,
中国,CN,西藏自治区,540000,日喀则市,540200,亚东县,540233,,,
中国,CN,西藏自治区,540000,日喀则市,540200,吉隆县,540234,,,
中国,CN,西藏自治区,540000,日喀则市,540200,聂拉木县,540235,,,
中国,CN,西藏自治区,540000,日喀则市,540200,萨嘎县,540236,,,
中国,CN,西藏自治区,540000,日喀则市,540200,岗巴县,540237,,,
中国,CN,西藏自治区,540000,昌都市,540300,卡若区,540302,,,
中国,CN,西藏自治区,540000,昌都市,540300,江达县,540321,,,
中国,CN,西藏自治区,540000,昌都市,540300,贡觉县,540322,,,
中国,CN,西藏自治区,540000,昌都市,540300,类乌齐县,540323,,,
中国,CN,西藏自治区,540000,昌都市,540300,丁青县,540324,,,
中国,CN,西藏自治区,540000,昌都市,540300,察雅县,540325,,,
中国,CN,西藏自治区,540000,昌都市,540300,八宿县,540326,,,
中国,CN,西藏自治区,540000,昌都市,540300,左贡县,540327,,,
中国,CN,西藏自治区,540000,昌都市,540300,芒康县,540328,,,
中国,CN,西藏自治区,540000,昌都市,540300,洛隆县,540329,,,
中国,CN,西藏自治区,540000,昌都市,540300,边坝县,540330,,,
中国,CN,西藏自治区,540000,林芝市,540400,巴宜区,540402,,,
中国,CN,西藏自治区,540000,林芝市,540400,工布江达县,540421,,,
中国,CN,西藏自治区,540000,林芝市,540400,米林县,540422,,,
中国,CN,西藏自治区,540000,林芝市,540400,墨脱县,540423,,,
中国,CN,西藏自治区,540000,林芝市,540400,波密县,540424,,,
中国,CN,西藏自治区,540000,林芝市,540400,察隅县,540425,,,
中国,CN,西藏自治区,540000,林芝市,540400,朗县,540426,,,
中国,CN,西藏自治区,540000,山南市,540500,乃东区,540502,,,
中国,CN,西藏自治区,540000,山南市,540500,扎囊县,540521,,,
中国,CN,西藏自治区,540000,山南市,540500,贡嘎县,540522,,,
中国,CN,西藏自治区,540000,山南市,540500,桑日县,540523,,,
中国,CN,西藏自治区,540000,山南市,540500,琼结县,540524,,,
中国,CN,西藏自治区,540000,山南市,540500,曲松县,540525,,,
中国,CN,西藏自治区,540000,山南市,540500,措美县,540526,,,
中国,CN,西藏自治区,540000,山南市,540500,洛扎县,540527,,,
中国,CN,西藏自治区,540000,山南市,540500,加查县,540528,,,
中国,CN,西藏自治区,540000,山南市,540500,隆子县,540529,,,
中国,CN,西藏自治区,540000,山南市,540500,错那县,540530,,,
中国,CN,西藏自治区,540000,山南市,540500,浪卡子县,540531,,,
中国,CN,西藏自治区,540000,那曲市,540600,色尼区,540602,,,
中国,CN,西藏自治区,540000,那曲市,540600,嘉黎县 ,540621,,,
中国,CN,西藏自治区,540000,那曲市,540600,比如县 ,540622,,,
中国,CN,西藏自治区,540000,那曲市,540600,聂荣县 ,540623,,,
中国,CN,西藏自治区,540000,那曲市,540600,安多县 ,540624,,,
中国,CN,西藏自治区,540000,那曲市,540600,申扎县 ,540625,,,
中国,CN,西藏自治区,540000,那曲市,540600,索县   ,540626,,,
中国,CN,西藏自治区,540000,那曲市,540600,班戈县 ,540627,,,
中国,CN,西藏自治区,540000,那曲市,540600,巴青县 ,540628,,,
中国,CN,西藏自治区,540000,那曲市,540600,尼玛县 ,540629,,,
中国,CN,西藏自治区,540000,那曲市,540600,双湖县 ,540630,,,
中国,CN,西藏自治区,540000,阿里地区,542500,普兰县,542521,,,
中国,CN,西藏自治区,540000,阿里地区,542500,札达县,542522,,,
中国,CN,西藏自治区,540000,阿里地区,542500,噶尔县,542523,,,
中国,CN,西藏自治区,540000,阿里地区,542500,日土县,542524,,,
中国,CN,西藏自治区,540000,阿里地区,542500,革吉县,542525,,,
中国,CN,西藏自治区,540000,阿里地区,542500,改则县,542526,,,
中国,CN,西藏自治区,540000,阿里地区,542500,措勤县,542527,,,
中国,CN,陕西省,610000,西安市,610100,新城区,610102,,,
中国,CN,陕西省,610000,西安市,610100,碑林区,610103,,,
中国,CN,陕西省,610000,西安市,610100,莲湖区,610104,,,
中国,CN,陕西省,610000,西安市,610100,灞桥区,610111,,,
中国,CN,陕西省,610000,西安市,610100,未央区,610112,,,
中国,CN,陕西省,610000,西安市,610100,雁塔区,610113,,,
中国,CN,陕西省,610000,西安市,610100,阎良区,610114,,,
中国,CN,陕西省,610000,西安市,610100,临潼区,610115,,,
中国,CN,陕西省,610000,西安市,610100,长安区,610116,,,
中国,CN,陕西省,610000,西安市,610100,高陵区,610117,,,
中国,CN,陕西省,610000,西安市,610100,鄠邑区,610118,,,
中国,CN,陕西省,610000,西安市,610100,蓝田县,610122,,,
中国,CN,陕西省,610000,西安市,610100,周至县,610124,,,
中国,CN,陕西省,610000,铜川市,610200,王益区,610202,,,
中国,CN,陕西省,610000,铜川市,610200,印台区,610203,,,
中国,CN,陕西省,610000,铜川市,610200,耀州区,610204,,,
中国,CN,陕西省,610000,铜川市,610200,宜君县,610222,,,
中国,CN,陕西省,610000,宝鸡市,610300,渭滨区,610302,,,
中国,CN,陕西省,610000,宝鸡市,610300,金台区,610303,,,
中国,CN,陕西省,610000,宝鸡市,610300,陈仓区,610304,,,
中国,CN,陕西省,610000,宝鸡市,610300,凤翔县,610322,,,
中国,CN,陕西省,610000,宝鸡市,610300,岐山县,610323,,,
中国,CN,陕西省,610000,宝鸡市,610300,扶风县,610324,,,
中国,CN,陕西省,610000,宝鸡市,610300,眉县,610326,,,
中国,CN,陕西省,610000,宝鸡市,610300,陇县,610327,,,
中国,CN,陕西省,610000,宝鸡市,610300,千阳县,610328,,,
中国,CN,陕西省,610000,宝鸡市,610300,麟游县,610329,,,
中国,CN,陕西省,610000,宝鸡市,610300,凤县,610330,,,
中国,CN,陕西省,610000,宝鸡市,610300,太白县,610331,,,
中国,CN,陕西省,610000,咸阳市,610400,秦都区,610402,,,
中国,CN,陕西省,610000,咸阳市,610400,杨陵区,610403,,,
中国,CN,陕西省,610000,咸阳市,610400,渭城区,610404,,,
中国,CN,陕西省,610000,咸阳市,610400,三原县,610422,,,
中国,CN,陕西省,610000,咸阳市,610400,泾阳县,610423,,,
中国,CN,陕西省,610000,咸阳市,610400,乾县,610424,,,
中国,CN,陕西省,610000,咸阳市,610400,礼泉县,610425,,,
中国,CN,陕西省,610000,咸阳市,610400,永寿县,610426,,,
中国,CN,陕西省,610000,咸阳市,610400,长武县,610428,,,
中国,CN,陕西省,610000,咸阳市,610400,旬邑县,610429,,,
中国,CN,陕西省,610000,咸阳市,610400,淳化县,610430,,,
中国,CN,陕西省,610000,咸阳市,610400,武功县,610431,,,
中国,CN,陕西省,610000,咸阳市,610400,兴平市,610481,,,
中国,CN,陕西省,610000,咸阳市,610400,彬州市,610482,,,
中国,CN,陕西省,610000,渭南市,610500,临渭区,610502,,,
中国,CN,陕西省,610000,渭南市,610500,华州区,610503,,,
中国,CN,陕西省,610000,渭南市,610500,潼关县,610522,,,
中国,CN,陕西省,610000,渭南市,610500,大荔县,610523,,,
中国,CN,陕西省,610000,渭南市,610500,合阳县,610524,,,
中国,CN,陕西省,610000,渭南市,610500,澄城县,610525,,,
中国,CN,陕西省,610000,渭南市,610500,蒲城县,610526,,,
中国,CN,陕西省,610000,渭南市,610500,白水县,610527,,,
中国,CN,陕西省,610000,渭南市,610500,富平县,610528,,,
中国,CN,陕西省,610000,渭南市,610500,韩城市,610581,,,
中国,CN,陕西省,610000,渭南市,610500,华阴市,610582,,,
中国,CN,陕西省,610000,延安市,610600,宝塔区,610602,,,
中国,CN,陕西省,610000,延安市,610600,安塞区,610603,,,
中国,CN,陕西省,610000,延安市,610600,延长县,610621,,,
中国,CN,陕西省,610000,延安市,610600,延川县,610622,,,
中国,CN,陕西省,610000,延安市,610600,子长县,610623,,,
中国,CN,陕西省,610000,延安市,610600,志丹县,610625,,,
中国,CN,陕西省,610000,延安市,610600,吴起县,610626,,,
中国,CN,陕西省,610000,延安市,610600,甘泉县,610627,,,
中国,CN,陕西省,610000,延安市,610600,富县,610628,,,
中国,CN,陕西省,610000,延安市,610600,洛川县,610629,,,
中国,CN,陕西省,610000,延安市,610600,宜川县,610630,,,
中国,CN,陕西省,610000,延安市,610600,黄龙县,610631,,,
中国,CN,陕西省,610000,延安市,610600,黄陵县,610632,,,
中国,CN,陕西省,610000,汉中市,610700,汉台区,610702,,,
中国,CN,陕西省,610000,汉中市,610700,南郑区,610703,,,
中国,CN,陕西省,610000,汉中市,610700,城固县,610722,,,
中国,CN,陕西省,610000,汉中市,610700,洋县,610723,,,
中国,CN,陕西省,610000,汉中市,610700,西乡县,610724,,,
中国,CN,陕西省,610000,汉中市,610700,勉县,610725,,,
中国,CN,陕西省,610000,汉中市,610700,宁强县,610726,,,
中国,CN,陕西省,610000,汉中市,610700,略阳县,610727,,,
中国,CN,陕西省,610000,汉中市,610700,镇巴县,610728,,,
中国,CN,陕西省,610000,汉中市,610700,留坝县,610729,,,
中国,CN,陕西省,610000,汉中市,610700,佛坪县,610730,,,
中国,CN,陕西省,610000,榆林市,610800,榆阳区,610802,,,
中国,CN,陕西省,610000,榆林市,610800,横山区,610803,,,
中国,CN,陕西省,610000,榆林市,610800,府谷县,610822,,,
中国,CN,陕西省,610000,榆林市,610800,靖边县,610824,,,
中国,CN,陕西省,610000,榆林市,610800,定边县,610825,,,
中国,CN,陕西省,610000,榆林市,610800,绥德县,610826,,,
中国,CN,陕西省,610000,榆林市,610800,米脂县,610827,,,
中国,CN,陕西省,610000,榆林市,610800,佳县,610828,,,
中国,CN,陕西省,610000,榆林市,610800,吴堡县,610829,,,
中国,CN,陕西省,610000,榆林市,610800,清涧县,610830,,,
中国,CN,陕西省,610000,榆林市,610800,子洲县,610831,,,
中国,CN,陕西省,610000,榆林市,610800,神木市,610881,,,
中国,CN,陕西省,610000,安康市,610900,汉滨区,610902,,,
中国,CN,陕西省,610000,安康市,610900,汉阴县,610921,,,
中国,CN,陕西省,610000,安康市,610900,石泉县,610922,,,
中国,CN,陕西省,610000,安康市,610900,宁陕县,610923,,,
中国,CN,陕西省,610000,安康市,610900,紫阳县,610924,,,
中国,CN,陕西省,610000,安康市,610900,岚皋县,610925,,,
中国,CN,陕西省,610000,安康市,610900,平利县,610926,,,
中国,CN,陕西省,610000,安康市,610900,镇坪县,610927,,,
中国,CN,陕西省,610000,安康市,610900,旬阳县,610928,,,
中国,CN,陕西省,610000,安康市,610900,白河县,610929,,,
中国,CN,陕西省,610000,商洛市,611000,商州区,611002,,,
中国,CN,陕西省,610000,商洛市,611000,洛南县,611021,,,
中国,CN,陕西省,610000,商洛市,611000,丹凤县,611022,,,
中国,CN,陕西省,610000,商洛市,611000,商南县,611023,,,
中国,CN,陕西省,610000,商洛市,611000,山阳县,611024,,,
中国,CN,陕西省,610000,商洛市,611000,镇安县,611025,,,
中国,CN,陕西省,610000,商洛市,611000,柞水县,611026,,,
中国,CN,甘肃省,620000,兰州市,620100,城关区,620102,,,
中国,CN,甘肃省,620000,兰州市,620100,七里河区,620103,,,
中国,CN,甘肃省,620000,兰州市,620100,西固区,620104,,,
中国,CN,甘肃省,620000,兰州市,620100,安宁区,620105,,,
中国,CN,甘肃省,620000,兰州市,620100,红古区,620111,,,
中国,CN,甘肃省,620000,兰州市,620100,永登县,620121,,,
中国,CN,甘肃省,620000,兰州市,620100,皋兰县,620122,,,
中国,CN,甘肃省,620000,兰州市,620100,榆中县,620123,,,
中国,CN,甘肃省,620000,嘉峪关市,620200,嘉峪关市,620200,,,
中国,CN,甘肃省,620000,金昌市,620300,金川区,620302,,,
中国,CN,甘肃省,620000,金昌市,620300,永昌县,620321,,,
中国,CN,甘肃省,620000,白银市,620400,白银区,620402,,,
中国,CN,甘肃省,620000,白银市,620400,平川区,620403,,,
中国,CN,甘肃省,620000,白银市,620400,靖远县,620421,,,
中国,CN,甘肃省,620000,白银市,620400,会宁县,620422,,,
中国,CN,甘肃省,620000,白银市,620400,景泰县,620423,,,
中国,CN,甘肃省,620000,天水市,620500,秦州区,620502,,,
中国,CN,甘肃省,620000,天水市,620500,麦积区,620503,,,
中国,CN,甘肃省,620000,天水市,620500,清水县,620521,,,
中国,CN,甘肃省,620000,天水市,620500,秦安县,620522,,,
中国,CN,甘肃省,620000,天水市,620500,甘谷县,620523,,,
中国,CN,甘肃省,620000,天水市,620500,武山县,620524,,,
中国,CN,甘肃省,620000,天水市,620500,张家川回族自治县,620525,,,
中国,CN,甘肃省,620000,武威市,620600,凉州区,620602,,,
中国,CN,甘肃省,620000,武威市,620600,民勤县,620621,,,
中国,CN,甘肃省,620000,武威市,620600,古浪县,620622,,,
中国,CN,甘肃省,620000,武威市,620600,天祝藏族自治县,620623,,,
中国,CN,甘肃省,620000,张掖市,620700,甘州区,620702,,,
中国,CN,甘肃省,620000,张掖市,620700,肃南裕固族自治县,620721,,,
中国,CN,甘肃省,620000,张掖市,620700,民乐县,620722,,,
中国,CN,甘肃省,620000,张掖市,620700,临泽县,620723,,,
中国,CN,甘肃省,620000,张掖市,620700,高台县,620724,,,
中国,CN,甘肃省,620000,张掖市,620700,山丹县,620725,,,
中国,CN,甘肃省,620000,平凉市,620800,崆峒区,620802,,,
中国,CN,甘肃省,620000,平凉市,620800,泾川县,620821,,,
中国,CN,甘肃省,620000,平凉市,620800,灵台县,620822,,,
中国,CN,甘肃省,620000,平凉市,620800,崇信县,620823,,,
中国,CN,甘肃省,620000,平凉市,620800,庄浪县,620825,,,
中国,CN,甘肃省,620000,平凉市,620800,静宁县,620826,,,
中国,CN,甘肃省,620000,平凉市,620800,华亭市,620881,,,
中国,CN,甘肃省,620000,酒泉市,620900,肃州区,620902,,,
中国,CN,甘肃省,620000,酒泉市,620900,金塔县,620921,,,
中国,CN,甘肃省,620000,酒泉市,620900,瓜州县,620922,,,
中国,CN,甘肃省,620000,酒泉市,620900,肃北蒙古族自治县,620923,,,
中国,CN,甘肃省,620000,酒泉市,620900,阿克塞哈萨克族自治县,620924,,,
